Contestant,Question,Label
Renée Giorgi,"In an RGB cable, which is often used to connect home electronics, the ""RGB"" abbreviation stands for three what?",in-situ
Renée Giorgi,"In what has become my signature catchphrase on ""Project Runway,"" I encourage the designers by telling them what?",in-situ
Rex Isenberg,"Enabling settlers to achieve the American dream, what historic law stated if you build a house on unsettled land and harvested the land for five years, it was yours?",wh-subject
Rex Isenberg,Rubbing your thumb across the tips of your index and middle fingers is a gesture commonly used to mean what?,in-situ
Rex Isenberg,"On July 3, 2013, Google celebrated which novelist's 130th birthday by featuring a drawing of a reach carrying a briefcase on their home page?",in-situ
Rex Isenberg,"What product was shockingly once advertised with the slogan ""the more you play with it the harder it gets""?",wh-subject
Reza Zamanian,"To avoid confusion at the airport carousel, experts recommend tying a large, colorful ribbon around what?",in-situ
Reza Zamanian,"According to a recent survey by Sol Republic, 53 percent of millennials own three or more what, and wear them nearly four hours a day?",in-situ
Reza Zamanian,Which of these books is Christopher Columbus said to have read for inspiration as he prepared for his journey across the Atlantic in 1492?,ex-situ
Reza Zamanian,"Suffering neurological damage but surviving, what experience did Phil Broscovak of Wyoming liken to ""being stung by 10,000 wasps from the inside out""?",ex-situ
Reza Zamanian,"You can get ""Sssh!""'d in English AND French at Haskell Free Library, built directly on the international border between Quebec and what U.S. state?",in-situ
Reza Zamanian,"Due to chronic back pain that had plagued him since childhood, what president sometimes watched films from an orthopedic bed in the White House theater?",wh-subject
Reza Zamanian,"You've probably never seen his face, but 7'2"" tall actor Peter Mayhew has played what legendary character for nearly 40 years?",in-situ
Reza Zamanian,"In May 1994, 18-year-old Ohioan Michael P. Fay suddenly gained international notoriety. For what?",in-situ
Reza Zamanian,"According to the Mayo Clinic, it takes roughly how long for a newborn baby to double in body weight?",in-situ
Reza Zamanian,"What candy bar sounds like it was named for the author of the short story ""The Gift of the Magi""?",wh-subject
Reza Zamanian,"A famous row of multicolored Victorian homes, San Francisco's ""Painted Ladies"" can be seen in which show's opening credits?",in-situ
Rhonda Redmond-Watson,"Seconds after taking ""one giant leap for mankind,"" Neil Armstrong described the surface of the Moon as what?",in-situ
Rhonda Redmond-Watson,"Michelle Obama's ""Let's Move"" initiative helps low-income areas with limited access to supermarkets, which are called ""food"" what?",in-situ
Rhonda Redmond-Watson,What foreign tourist destination is often reached by visitors traveling on PeruRail?,wh-subject
Rhonda Redmond-Watson,"A popular four-digit passcode on the iPhone is 5683, which turns out to be the keyboard representation of what word?",in-situ
Rhonda Redmond-Watson,"On same-sex romance, who wrote in his 2011 autobiography, ""I tried it one time when I was younger, but i Just didn't dig it""?",wh-subject
Rhonda Redmond-Watson,"To test your Achilles reflex, a doctor will gently strike a tendon in what part of your body?",in-situ
Rich Cooper,"According to the popular phrase, what ""makes the heart grow fonder""?",ex-situ
Rich Cooper,"Formed in 1948, the Hell's Angels is what type of organization?",in-situ
Rich Cooper,Where does a wolf give birth to her young?,ex-situ
Rich Cooper,At what event would you most likely hear a commencement address?,ex-situ
Rich Cooper,What is the term for a small picture on a computer screen that represents an object or function?,wh-subject
Rich Cooper,Which of the following goofball movies features the antics of Lt. Frank Drebin?,wh-subject
Rich Cooper,What company traditionally awards pink Cadillacs to its most successful salespeople?,wh-subject
Rich Cooper,"What character on the animated TV series ""South Park"" dies in almost every episode?",wh-subject
Rich Cooper,The African tsetse fly is famous for carrying the disease commonly known as what?,in-situ
Rich Crook,"In 2004, Mary-Kate and Ashley announced that they no longer wanted to referred to as the “Olsen” what?",in-situ
Rich Crook,"In the U.S., what date is customarily written as “2/3/04”?",wh-subject
Rich Crook,"Due to the rationing of silver foil, which of these candies were not produced during World War II?",wh-subject
Rich Crook,"In the expression “to give props,” the word “props"" is short for what word?",in-situ
Rich Crook,"What primate’s name comes from a Malay phrase meaning “man of the forest,” not from its reddish-brown hair?",in-situ
Rich Crook,Scrivener’s palsy is a physical condition more commonly known as what?,in-situ
Rich Crook,"In 2004’s much-hyped “Friends” finale, what beloved possession of Joey’s is destroyed?",wh-subject
Rich Crook,"In 2004, counterterrorism official Richard Clarke released a controversial book about 9/11 titled what?",in-situ
Rich DiLonardo,Which of these French phrases best describes someone who is completely unclothed?,wh-subject
Rich DiLonardo,"What household appliance was first patented in 1869 under the name ""Sweeping-Machine""?",wh-subject
Rich DiLonardo,"Fittingly, what TV personality is the owner of a 150-foot yacht called ""Her Honor""?",wh-subject
Rich DiLonardo,"A classic staple of the practical jokester, a joy buzzer is intended to be hidden in what part of the body?",in-situ
Rich DiLonardo,"Part of a national preserve, the subtropical Big Cypress Swamp covers about 2,400 square miles in what U.S. state?",in-situ
Rich DiLonardo,"Indigenous to Africa, the graceful impala is a variety of what animal?",in-situ
Rich DiLonardo,"According to the children's song ""Skip to My Lou,"" ""a fly's in the what""?",in-situ
Rich DiLonardo,"In the 2006 comedy ""Talladega Nights,"" Will Ferrell's character has two trash-talking sons with what TV-inspired names?",in-situ
Rich DiLonardo,The official flag of the European Union features a ring of twelve gold stars on a field of what color?,in-situ
Rich DiLonardo,"With a team of colleagues, what scientist proposed that a nuclear war could cause a catastrophic ""nuclear winter"" around the world?",wh-subject
Rich Gangel,"Which of these well-known islands lends its name to a type of tiny, anchovy-like fish that is often packed tightly in a can?",wh-subject
Rich Gangel,"In the charity event ""Ante Up for Africa,"" celebs such as Adam Sandler and Don Cheadle played what game?",in-situ
Rich Gangel,Which of these kitchen items most closely resembles a hemisphere?,wh-subject
Rich Gomez,"If someone is not pleased with a situation, it is said he is ""not a happy"" what?",in-situ
Rich Gomez,Noggin is a slang term for what body part?,in-situ
Rich Gomez,What liquid is normally used to store contact lenses?,wh-subject
Rich Gomez,What is 50% of 50?,wh-subject
Rich Gomez,"What illness is also known as the ""kissing disease""?",wh-subject
Rich Gomez,"Who composed and recorded the 1982 duet ""Ebony and Ivory” with Stevie Wonder?",wh-subject
Rich Gomez,"Which of these women co-founded ""Ms."" magazine in 1972?",wh-subject
Rich Gomez,"A dish with ""fra diavolo"" sauce has what kind of taste?",in-situ
Rich Gomez,"In the 2001 film ""A Knight's Tale,"" the main character becomes a champion in what medieval sport?",in-situ
Rich Gomez,"The male and female of what animal are called ""hob"" and “jill”?",in-situ
Rich Gould and Melanie Moon,"In 2011, Diddy tweeted to his fans ""What is YOUR dream??????"" on what U.S. holiday?",in-situ
Rich Gould and Melanie Moon,The wingless females of what kind of bugs are known as glowworms?,in-situ
Rich Gould and Melanie Moon,"In addition to being a negative sounding name, which of the following could you store food in?",ex-situ
Rich Gould and Melanie Moon,"Meaning ""to check for weaknesses or flaws,"" the verb ""to vet"" origniated from what longer word?",in-situ
Rich Mahady,"According to an old phrase, a small child can be described as ""knee-high to"" what?",in-situ
Rich Mahady,What part of a cow is squeezed to get milk?,wh-subject
Rich Mahady,"A person who constantly tells grandiose stories about himself is said to be on what kind of a ""trip""?",in-situ
Rich Mahady,To transfer illegal funds through a legitimate party to conceal the true source of the funds is called what?,in-situ
Rich Mahady,"By definition, a narcissist has excessive love for whom?",in-situ
Rich Mahady,Littlenecks and steamers are two types of what seafood?,in-situ
Rich Mahady,What medical purpose does a styptic pencil serve?,ex-situ
Rich Mahady,"According to a catch phrase from the TV series ""Laugh-In,"" ""you bet your"" what?",in-situ
Rich Mahady,"Whorls, arches and loops are features of which of the following?",in-situ
Rich Mahady,The image of a man on a bucking bronco currently appears on which U.S. state license plate?,in-situ
Rich Mahady,"Which of the following artists sang backup on Michael Jackson's 1987-88 ""Bad"" tour?",wh-subject
Rich Mahady,A starfish does not have which of the following body parts?,in-situ
Rich Matthews,Which of the following phrases describes a popular type of exercise?,wh-subject
Rich Matthews,What do you call the parts of a wall clock that point to the numbers?,ex-situ
Rich Matthews,"What is the name of the butler on the TV series ""The Addams Family""?",wh-subject
Rich Matthews,In what animal's shell will you most likely find a pearl?,ex-situ
Rich Matthews,How is the number 2000 expressed in Roman numerals?,ex-situ
Rich Matthews,Which of the following was a member of the Harlem Globetrotters?,wh-subject
Rich Matthews,"In the film ""Indiana Jones and the Last Crusade"", what is the title character searching for?",ex-situ
Rich Matthews,"In terms of total area, what is the smallest state in the United States?",wh-subject
