,ITEM,CONDITION,EXTRACTION,WH_SITE,QUESTION,SENTENCE,LIST,TYPE
218,1027,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The brightest star in the night sky gives its name to which of these famous characters that resemble to:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Project A</td><td style='text-align:center'>C. Project C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Project B</td><td style='text-align:center'>D. Project D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
219,1028,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The reason why that which of these start-ups failed was obvious to most experts at the most recent ACL conference:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Start-up A</td><td style='text-align:center'>C. Start-up C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Start-up B</td><td style='text-align:center'>D. Start-up D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
220,1029,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The writer of which of these letters completely gave up on publishing after sending to Simon and Schuster:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Letter A</td><td style='text-align:center'>C. Letter C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Letter B</td><td style='text-align:center'>D. Letter D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
221,1030,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The doctor at which of these televised practices did he claim that patients would not have to pay for:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Practice A</td><td style='text-align:center'>C. Practice C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Practice B</td><td style='text-align:center'>D. Practice D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
222,1031,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these industries did the electric lightbulb become popular because of entrepreneurs favoring strongly:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Industry A</td><td style='text-align:center'>C. Industry C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Industry B</td><td style='text-align:center'>D. Industry D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
223,1032,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these retirement plans did employees at Exxon Mobil lose money after the company pivoted to:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Plan A</td><td style='text-align:center'>C. Plan C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Plan B</td><td style='text-align:center'>D. Plan D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
224,1033,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these cities did a federal judge recently reject a baker's claim that he should not have to do business with:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. City A</td><td style='text-align:center'>C. City C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. City B</td><td style='text-align:center'>D. City D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
225,1034,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these ingredients did Thomas Keller confirm the allegations that his restaurant used in their pancakes:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Ingredient A</td><td style='text-align:center'>C. Ingredient C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Ingredient B</td><td style='text-align:center'>D. Ingredient D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
226,1035,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these accounts did Microsoft hire a new financial analyst in 2001 who had worked on with the CFO:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Account A</td><td style='text-align:center'>C. Account C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Account B</td><td style='text-align:center'>D. Account D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
227,1036,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these routes was Royal Caribbean sued in 2008 for recommending a tour that almost always used:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Route A</td><td style='text-align:center'>C. Route C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Route B</td><td style='text-align:center'>D. Route D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
228,1025,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The winner of the 2003 Booker Prize claimed the committee should have awarded to which of these nominees it:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Contestant A</td><td style='text-align:center'>C. Contestant C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Contestant B</td><td style='text-align:center'>D. Contestant D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
229,1026,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The first sentence in the Torah declares whose which of these celestial bodies to have been created by:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Body A</td><td style='text-align:center'>C. Body C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Body B</td><td style='text-align:center'>D. Body D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
230,1027,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The brightest star in the night sky gives its name to which of these famous characters that resemble to:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Project A</td><td style='text-align:center'>C. Project C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Project B</td><td style='text-align:center'>D. Project D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
231,1028,filler_bad,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The reason why that which of these start-ups failed was obvious to most experts at the most recent ACL conference:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Start-up A</td><td style='text-align:center'>C. Start-up C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Start-up B</td><td style='text-align:center'>D. Start-up D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,filler
